"","firm","culture","tenure","employments","sim_no","var_win","cond"
"121",5,1.43104717961593,37.7217059048741,2,1,0.1,1
"122",5,1.63612772387377,8.66462170753625,2,1,0.1,1
"123",5,1.3677633487303,6.26065978324747,1,1,0.1,1
"124",5,1.62698356371331,11.5846841563456,1,1,0.1,1
"125",5,1.36612645245732,48.5760451988954,1,1,0.1,1
"126",5,1.58329719032734,15.3998694142797,3,1,0.1,1
"127",5,1.46899068683735,11.3514573773379,2,1,0.1,1
"128",5,1.57051767773428,1.49177427379615,2,1,0.1,1
"129",5,1.48588673790019,9.71476021134903,1,1,0.1,1
"130",5,1.56403908595264,10.454105567857,1,1,0.1,1
"131",5,1.53370850035591,14.9057034733793,2,1,0.1,1
"132",5,1.57815740884745,1.05487749898238,2,1,0.1,1
"133",5,1.51001788641626,131.957772577581,2,1,0.1,1
"134",5,1.48327045398485,102.114762597976,3,1,0.1,1
"135",5,1.67835351586466,2.2374913490445,3,1,0.1,1
"136",5,1.5804520449416,5.61569690170558,2,1,0.1,1
"137",5,1.55791636345137,37.5381390945719,1,1,0.1,1
"138",5,1.25518380101981,23.4124032852403,2,1,0.1,1
"139",5,1.45999956219434,11.8309592188647,3,1,0.1,1
"140",5,1.3510850701114,6.61639119930713,2,1,0.1,1
"141",5,1.56967380669013,28.0785498919251,2,1,0.1,1
"142",5,1.58931248484513,22.2965050318735,2,1,0.1,1
"143",5,1.66629839844571,5.70741582051434,1,1,0.1,1
"144",5,1.43818641690758,6.68346920081868,2,1,0.1,1
"145",5,1.54277268588789,17.4395713773815,3,1,0.1,1
"146",5,1.50846902498461,20.8453243417574,1,1,0.1,1
"147",5,1.53361501662652,23.8669115431257,2,1,0.1,1
"148",5,1.41464680875226,57.1339933988965,2,1,0.1,1
"149",5,1.30919930134292,16.5388292791018,1,1,0.1,1
"150",5,1.53704738692261,2.08457294694009,2,1,0.1,1
"151",6,-1.14239383191657,4.57351596357408,4,1,0.1,1
"152",6,-1.09643990656207,7.98779232579632,1,1,0.1,1
"153",6,-1.01094992684427,7.92956579756555,1,1,0.1,1
"154",6,-0.983824880060236,20.5045443552569,1,1,0.1,1
"155",6,-0.900669765616817,15.3718061777719,1,1,0.1,1
"156",6,-0.924520369860475,10.8471488740419,2,1,0.1,1
"157",6,-0.929061784707682,8.1775005005117,1,1,0.1,1
"158",6,-0.892688079776006,9.76994787350183,2,1,0.1,1
"159",6,-1.1137040194269,13.3072301321804,2,1,0.1,1
"160",6,-0.913971608896159,22.4982699063374,1,1,0.1,1
"161",6,-1.03892709246536,38.1886092789598,2,1,0.1,1
"162",6,-1.1203834017767,46.2685686621901,2,1,0.1,1
"163",6,-1.06257636794078,45.1235999887323,1,1,0.1,1
"164",6,-1.03994240352182,5.84810077810935,1,1,0.1,1
"165",6,-1.03173025125826,3.48330801567349,1,1,0.1,1
"166",6,-0.888145034250223,32.3985790290489,1,1,0.1,1
"167",6,-1.04209038096481,37.8377145884245,2,1,0.1,1
"168",6,-0.934160710603932,7.6016213684286,3,1,0.1,1
"169",6,-0.90660345488997,14.8633044567675,1,1,0.1,1
"170",6,-0.938888028408073,13.8550211066073,1,1,0.1,1
"171",6,-1.02066713141143,8.07072660174157,2,1,0.1,1
"172",6,-0.941720479466803,18.1363463659531,1,1,0.1,1
"173",6,-0.962224951784772,21.7840157960234,1,1,0.1,1
"174",6,-1.14754181950654,2.69355541793356,1,1,0.1,1
"175",6,-0.830763897432214,29.1530898951355,2,1,0.1,1
"176",6,-0.866468681842035,11.5140679092288,1,1,0.1,1
"177",6,-0.849840797665656,9.76537131363947,2,1,0.1,1
"178",6,-1.1435918097063,11.0955946429502,2,1,0.1,1
"179",6,-0.876666886520658,18.490977030923,2,1,0.1,1
"180",6,-0.989739861621798,6.18517097475797,1,1,0.1,1
"181",7,-1.17321399429037,49.7571017154138,1,1,0.1,1
"182",7,-1.18977124551865,8.63897846895762,3,1,0.1,1
"183",7,-1.08406596370534,8.3103549277193,2,1,0.1,1
"184",7,-1.0881502512661,38.050129518305,1,1,0.1,1
"185",7,-1.22947164804934,3.89904740255649,1,1,0.1,1
"186",7,-1.32879301421153,15.0617700476168,1,1,0.1,1
"187",7,-1.250590570362,65.631505005643,3,1,0.1,1
"188",7,-1.35518547870593,1.54406449896128,1,1,0.1,1
"189",7,-1.19147460880217,9.89959866914764,3,1,0.1,1
"190",7,-1.38102014181867,5.96594442489414,2,1,0.1,1
"191",7,-1.07338547245946,6.99689728425312,2,1,0.1,1
"192",7,-1.18277069666836,6.64006660237646,1,1,0.1,1
"193",7,-1.37324866613016,7.57883789367968,1,1,0.1,1
"194",7,-1.18527118655306,1.61212448318753,2,1,0.1,1
"195",7,-1.05450990894892,0.36485266241278,2,1,0.1,1
"196",7,-1.14449202383088,8.30335712824646,1,1,0.1,1
"197",7,-1.24463104781754,68.3606587301727,1,1,0.1,1
"198",7,-1.24699614410762,17.0489934293157,2,1,0.1,1
"199",7,-1.17443866877364,6.81922963289064,2,1,0.1,1
"200",7,-0.949445770336404,3.57368033594714,1,1,0.1,1
"201",7,-1.21741824610942,21.9402319000425,1,1,0.1,1
"202",7,-1.17054108006723,15.5112003092775,2,1,0.1,1
"203",7,-1.13207173420257,3.22329673672684,1,1,0.1,1
"204",7,-1.2456299790686,27.0386584794356,1,1,0.1,1
"205",7,-1.13164327337799,21.4313809281953,1,1,0.1,1
"206",7,-1.20025846540273,74.6272920657215,2,1,0.1,1
"207",7,-1.30924888979993,33.4502031452666,2,1,0.1,1
"208",7,-1.3938851043468,23.6942944681465,2,1,0.1,1
"209",7,-1.30843606090337,21.2103123737006,2,1,0.1,1
"210",7,-1.14914993740388,5.05262686886162,1,1,0.1,1
"211",8,0.361045770297899,5.03950706310127,2,1,0.1,1
"212",8,0.686250991489538,22.6531585378307,2,1,0.1,1
"213",8,0.429885527208163,12.5256551791478,2,1,0.1,1
"214",8,0.452033575810955,66.9581820701102,1,1,0.1,1
"215",8,0.482911777072585,5.44071934951636,2,1,0.1,1
"216",8,0.654822792013874,25.5120862278587,1,1,0.1,1
"217",8,0.493386905582913,32.8245315093531,1,1,0.1,1
"218",8,0.554365685145994,34.8429394627848,1,1,0.1,1
"219",8,0.433768240185814,12.3817486804743,1,1,0.1,1
"220",8,0.646404644436534,4.42348524059881,2,1,0.1,1
"221",8,0.361647835855492,6.05272748305353,2,1,0.1,1
"222",8,0.679102645981326,165.148094004491,1,1,0.1,1
"223",8,0.414980595610399,10.7424908247015,1,1,0.1,1
"224",8,0.556314878995745,4.84047394444948,2,1,0.1,1
"225",8,0.590743855196309,31.643475284479,3,1,0.1,1
"226",8,0.428623719045178,9.62994506379007,1,1,0.1,1
"227",8,0.598862028962164,17.8880521119243,2,1,0.1,1
"228",8,0.622024567380668,8.66173243010014,1,1,0.1,1
"229",8,0.4902096386577,1.72310687857909,1,1,0.1,1
"230",8,0.703666689863143,20.5562634919542,1,1,0.1,1
"231",8,0.519805879336126,6.35665028632026,2,1,0.1,1
"232",8,0.466324110205661,2.84675967975619,2,1,0.1,1
"233",8,0.562142089386938,5.25933281073053,1,1,0.1,1
"234",8,0.628893099199837,1.23076149396235,1,1,0.1,1
"235",8,0.581567684817954,21.928494739678,2,1,0.1,1
"236",8,0.52291893037117,23.4090083296243,1,1,0.1,1
"237",8,0.519342586035802,73.8537453141345,1,1,0.1,1
"238",8,0.586614436420467,3.06281663782749,1,1,0.1,1
"239",8,0.590602424723087,12.6166410283672,1,1,0.1,1
"240",8,0.632941777139848,12.5931713699739,1,1,0.1,1
"241",9,-0.447890788018281,6.49953178388959,1,1,0.1,1
"242",9,-0.32300805433349,23.7750591519898,2,1,0.1,1
"243",9,-0.355917369741243,18.812966124587,2,1,0.1,1
"244",9,-0.268188890143913,4.74201470639992,2,1,0.1,1
"245",9,-0.437477498702628,12.85710266612,2,1,0.1,1
"246",9,-0.30031104702244,49.3807049812933,1,1,0.1,1
"247",9,-0.296798272271054,17.7113265590906,1,1,0.1,1
"248",9,-0.348242194900234,27.2431746617704,3,1,0.1,1
"249",9,-0.31561987641653,16.0505536208562,1,1,0.1,1
"250",9,-0.228786680660484,8.63946603873059,1,1,0.1,1
"251",9,-0.362402937032186,5.7471056815705,2,1,0.1,1
"252",9,-0.230458286520869,14.1871174637635,1,1,0.1,1
"253",9,-0.213622643676051,2.28809434958681,1,1,0.1,1
"254",9,-0.26774754368893,14.476737497513,1,1,0.1,1
"255",9,-0.357200340205408,2.52702299467883,1,1,0.1,1
"256",9,-0.350670329721553,19.250142975681,2,1,0.1,1
"257",9,-0.350835061495281,13.5283295263804,2,1,0.1,1
"258",9,-0.250830809642362,14.1707964065765,2,1,0.1,1
"259",9,-0.401369429599555,40.3028102946997,1,1,0.1,1
"260",9,-0.511549255348306,16.612178930684,1,1,0.1,1
"261",9,-0.330014216862747,12.3796993215981,1,1,0.1,1
"262",9,-0.490970457991321,14.9382322607747,2,1,0.1,1
"263",9,-0.371280451475888,13.3394253807679,1,1,0.1,1
"264",9,-0.279295917127817,7.55717513600226,1,1,0.1,1
"265",9,-0.248009156233294,10.5463641792097,2,1,0.1,1
"266",9,-0.3551948922303,3.02649837426341,2,1,0.1,1
"267",9,-0.328045995137342,4.62207339444408,2,1,0.1,1
"268",9,-0.250199486507437,9.50420460078148,1,1,0.1,1
"269",9,-0.233897238599048,15.5971983919047,1,1,0.1,1
"270",9,-0.441850267508255,32.9436415164614,1,1,0.1,1
"271",10,-0.89025035334703,11.9888636878147,3,1,0.1,1
"272",10,-1.10085946164367,8.158585716848,2,1,0.1,1
"273",10,-1.124089837101,24.2069509667122,1,1,0.1,1
"274",10,-1.06424409112361,2.11347365153665,1,1,0.1,1
"275",10,-1.07734703448892,39.3708941472198,1,1,0.1,1
"276",10,-0.848653847736285,14.1153220883131,1,1,0.1,1
"277",10,-1.06154202304108,25.3037646814757,2,1,0.1,1
"278",10,-1.01094258939904,5.22228862963228,4,1,0.1,1
"279",10,-1.0814547461033,87.2914636896201,2,1,0.1,1
"280",10,-0.960408552066142,14.5048298288396,2,1,0.1,1
"281",10,-1.03817563464017,5.3682571549212,2,1,0.1,1
"282",10,-1.00535194670152,34.9630918648195,2,1,0.1,1
"283",10,-0.84216428108449,19.6925851790149,1,1,0.1,1
"284",10,-1.11101825660966,131.339854767881,2,1,0.1,1
"285",10,-1.044557664392,9.69142971165912,1,1,0.1,1
"286",10,-1.03454024055611,11.564597500076,4,1,0.1,1
"287",10,-1.1087460299773,16.4404297347352,2,1,0.1,1
"288",10,-1.05349553048501,10.4244915005354,2,1,0.1,1
"289",10,-0.900803700882973,8.93395902065598,2,1,0.1,1
"290",10,-1.08851005259441,32.0612349220821,1,1,0.1,1
"291",10,-1.03119888216107,26.4266233090389,2,1,0.1,1
"292",10,-1.15867861186313,7.79105917258544,1,1,0.1,1
"293",10,-1.07653829027468,16.2456273112715,1,1,0.1,1
"294",10,-1.16476000103616,12.240922821857,1,1,0.1,1
"295",10,-0.860573620927817,5.08124791181775,2,1,0.1,1
"296",10,-0.902829875760694,101.941612862903,1,1,0.1,1
"297",10,-1.05832295531163,17.2226155161775,2,1,0.1,1
"298",10,-0.896022916451917,15.8533660690123,2,1,0.1,1
"299",10,-1.09045111945611,38.9417141127928,2,1,0.1,1
"300",10,-1.06209649234378,18.0354375834934,2,1,0.1,1
"301",11,-1.59243402396634,4.36064687074758,1,1,0.1,1
"302",11,-1.90054914329579,24.0619166421616,1,1,0.1,1
"303",11,-1.87882309755154,2.86483353200073,1,1,0.1,1
"304",11,-1.78347255729538,14.5196318258574,2,1,0.1,1
"305",11,-1.74284962750914,26.038386688755,1,1,0.1,1
"306",11,-1.58426404450301,6.35737403232525,2,1,0.1,1
"307",11,-1.85469902714516,65.2698093633703,1,1,0.1,1
"308",11,-1.7491444163972,9.22314586169458,1,1,0.1,1
"309",11,-1.83907401372432,11.6102001166003,1,1,0.1,1
"310",11,-1.93507708881607,21.2949961115281,1,1,0.1,1
"311",11,-1.87073536637565,58.7196251993316,2,1,0.1,1
"312",11,-1.84988578569365,7.87500897087679,2,1,0.1,1
"313",11,-1.78827658133215,18.010435208782,2,1,0.1,1
"314",11,-1.7201207417917,8.83460448278883,2,1,0.1,1
"315",11,-1.79709321241665,5.77178094095979,1,1,0.1,1
"316",11,-1.86451509456254,3.83091572263695,1,1,0.1,1
"317",11,-1.67804100000705,3.3492913833598,1,1,0.1,1
"318",11,-1.67876180811883,41.2068114287285,1,1,0.1,1
"319",11,-1.9395764384296,17.568866498537,2,1,0.1,1
"320",11,-1.60147822148448,14.415711058274,1,1,0.1,1
"321",11,-1.93514873200766,12.9996139981209,1,1,0.1,1
"322",11,-1.71872881141495,2.30646001846061,1,1,0.1,1
"323",11,-1.49333477932796,19.9164037536781,1,1,0.1,1
"324",11,-1.75419597231455,38.6981428579097,1,1,0.1,1
"325",11,-1.74798655159138,11.1976530642863,2,1,0.1,1
"326",11,-1.7172346925707,24.6282256702539,1,1,0.1,1
"327",11,-1.83374292432884,7.94447743594964,2,1,0.1,1
"328",11,-1.67469109620422,18.1806339266944,2,1,0.1,1
"329",11,-1.67903858551158,13.3120036484797,1,1,0.1,1
"330",11,-1.89765307322851,30.3629198567022,2,1,0.1,1
"331",12,-0.163055384860708,8.87666448929124,2,1,0.1,1
"332",12,0.103283894506577,2.09782464154393,1,1,0.1,1
"333",12,-0.219193326365871,5.55384665550687,1,1,0.1,1
"334",12,-0.0176335176880681,129.31709489158,2,1,0.1,1
"335",12,0.0641517993026858,63.5407175089631,2,1,0.1,1
"336",12,-0.047091150497402,3.15070753382552,2,1,0.1,1
"337",12,-0.0549757250896384,12.4169293320605,1,1,0.1,1
"338",12,-0.170521935880272,20.9421351602895,3,1,0.1,1
"339",12,-0.216542270620909,5.23754822306899,2,1,0.1,1
"340",12,-0.0017409320154091,9.2995281971227,1,1,0.1,1
"341",12,-0.0580423697480021,3.4070655122637,3,1,0.1,1
"342",12,-0.0938960060374322,2.68673717604212,1,1,0.1,1
"343",12,-0.0660846129258439,49.4790190524104,1,1,0.1,1
"344",12,-0.0227038100202567,18.6162903888213,2,1,0.1,1
"345",12,-0.255102584071527,11.5826262543288,2,1,0.1,1
"346",12,-0.018530230973014,24.5376389094743,2,1,0.1,1
"347",12,0.148464858112702,52.2541509718963,2,1,0.1,1
"348",12,-0.159074694242965,14.2854279208069,1,1,0.1,1
"349",12,0.0487033221167637,30.8666223965294,2,1,0.1,1
"350",12,0.0462213188454,47.5373051920069,2,1,0.1,1
"351",12,0.0266131613532564,12.471193538369,1,1,0.1,1
"352",12,-0.131025725035762,25.2667980481033,1,1,0.1,1
"353",12,0.0475392586150349,31.2159486174908,1,1,0.1,1
"354",12,0.0252288898672334,44.715113672482,2,1,0.1,1
"355",12,-0.158921893814936,44.7762300924676,2,1,0.1,1
"356",12,-0.170826289322507,6.02689719707222,1,1,0.1,1
"357",12,-0.059829738557042,16.0342468248193,1,1,0.1,1
"358",12,-0.0147829873029631,7.15680049145184,1,1,0.1,1
"359",12,-0.0354996886341626,44.4162913099388,1,1,0.1,1
"360",12,0.135478039519606,20.2670186222538,2,1,0.1,1
"361",13,-0.851859926463576,21.0680206155592,1,1,0.1,1
"362",13,-0.73941147289025,7.2530842268963,1,1,0.1,1
"363",13,-0.749753498957337,18.168955786935,2,1,0.1,1
"364",13,-0.858299603386724,81.2096497866705,3,1,0.1,1
"365",13,-0.769315910403971,17.7094459509209,2,1,0.1,1
"366",13,-0.871893778044224,34.3610346272059,2,1,0.1,1
"367",13,-0.796887124711731,56.1067834780683,1,1,0.1,1
"368",13,-1.00885899115515,5.373490852993,1,1,0.1,1
"369",13,-0.980378850656634,39.6613790468809,1,1,0.1,1
"370",13,-0.893094590959925,12.0211407639653,2,1,0.1,1
"371",13,-0.76712815050509,12.5447195638705,2,1,0.1,1
"372",13,-0.804462712032813,20.5760842370428,2,1,0.1,1
"373",13,-0.845838843731568,19.5823849306297,5,1,0.1,1
"374",13,-0.777676398558847,8.92025748800274,1,1,0.1,1
"375",13,-0.75752685530253,20.7077786232755,2,1,0.1,1
"376",13,-0.831574292286203,36.5277394001327,1,1,0.1,1
"377",13,-0.795762941045622,3.54733596325149,1,1,0.1,1
"378",13,-0.846885216973274,7.63976474167238,2,1,0.1,1
"379",13,-0.89181736247966,35.8322164151096,3,1,0.1,1
"380",13,-0.947057812715319,11.184586892234,2,1,0.1,1
"381",13,-0.970146694187009,3.56117926203849,2,1,0.1,1
"382",13,-0.734493606471236,39.1457279691361,1,1,0.1,1
"383",13,-0.985324039385498,17.1119190808153,1,1,0.1,1
"384",13,-0.86291448256565,9.41579720790523,1,1,0.1,1
"385",13,-0.568617260333535,7.85710318711043,1,1,0.1,1
"386",13,-0.904993943328383,10.6027942548205,1,1,0.1,1
"387",13,-0.804388627300518,62.9366413772429,1,1,0.1,1
"388",13,-0.757638340348038,97.7481994490109,2,1,0.1,1
"389",13,-0.786591679970893,2.89938501389495,2,1,0.1,1
"390",13,-0.829386673882621,9.38534748357615,1,1,0.1,1
"391",14,-1.2897114798268,3.61893571938207,2,1,0.1,1
"392",14,-1.32910676552234,6.83978434579192,1,1,0.1,1
"393",14,-1.20125059123312,22.8802197709054,1,1,0.1,1
"394",14,-1.38002419679401,9.76646750410375,2,1,0.1,1
"395",14,-1.32188364086258,175.093585922479,1,1,0.1,1
"396",14,-1.16937149184472,63.7708048742302,2,1,0.1,1
"397",14,-1.29229977861405,4.01084231309354,1,1,0.1,1
"398",14,-1.22683613622155,5.21592679203581,2,1,0.1,1
"399",14,-1.19795212199127,8.44448719589429,1,1,0.1,1
"400",14,-1.29119213544514,46.7564458276746,1,1,0.1,1
"401",14,-1.28228564711974,6.83135450788055,2,1,0.1,1
"402",14,-1.23962363545856,12.2982438382155,1,1,0.1,1
"403",14,-1.14057878729226,9.98793591504766,2,1,0.1,1
"404",14,-1.16665653666535,11.8501898224773,1,1,0.1,1
"405",14,-1.12714496259273,4.4219681350328,2,1,0.1,1
"406",14,-1.14321551794859,3.87169717312575,1,1,0.1,1
"407",14,-1.26550130119369,0.864252482857004,2,1,0.1,1
"408",14,-1.05020582514067,9.4464728738347,2,1,0.1,1
"409",14,-1.37844820146384,6.41721990575511,1,1,0.1,1
"410",14,-1.20103971274939,17.4398409938579,1,1,0.1,1
"411",14,-1.07201503960411,11.6550921273683,1,1,0.1,1
"412",14,-1.17033994285408,11.249637800712,1,1,0.1,1
"413",14,-1.2515135403267,34.3000122199097,2,1,0.1,1
"414",14,-1.18456340557564,3.69083888928492,1,1,0.1,1
"415",14,-1.2066030915555,1.65766045461249,1,1,0.1,1
"416",14,-1.17327607650999,9.64765412075158,2,1,0.1,1
"417",14,-1.21600190374751,17.6824094141465,1,1,0.1,1
"418",14,-1.02111109416083,11.9760549705269,1,1,0.1,1
"419",14,-1.3278135414338,33.9083748914596,2,1,0.1,1
"420",14,-1.38895412365434,10.1854101672558,1,1,0.1,1
"421",15,-0.820377509573186,5.44615296761113,2,1,0.1,1
"422",15,-0.586101353275071,13.0210300018719,2,1,0.1,1
"423",15,-0.752091208989155,7.64067504615889,3,1,0.1,1
"424",15,-0.767011883321717,11.3117349323594,2,1,0.1,1
"425",15,-0.724982630841421,8.16912058138133,1,1,0.1,1
"426",15,-0.623980328930323,24.9895902274554,1,1,0.1,1
"427",15,-0.796037246471141,5.60624842956202,1,1,0.1,1
"428",15,-0.805858972442997,5.57510673537768,2,1,0.1,1
"429",15,-0.651883670443729,8.19587934365921,1,1,0.1,1
"430",15,-0.78089189158893,44.2560665831049,1,1,0.1,1
"431",15,-0.914042408323967,9.75826393587685,2,1,0.1,1
"432",15,-0.782144614996812,15.8453726134706,1,1,0.1,1
"433",15,-0.653861416511478,22.2646850925835,2,1,0.1,1
"434",15,-0.726907542542311,21.5853902550205,1,1,0.1,1
"435",15,-0.660408888630151,5.50048298849254,2,1,0.1,1
"436",15,-0.565144724211457,6.84885450773642,3,1,0.1,1
"437",15,-0.836197122826078,7.8095628479282,1,1,0.1,1
