"","firm","culture","tenure","employments","sim_no","var_win","cond"
"1",1,-0.869660507862365,5.56860117306249,1,1,0.1,1
"2",1,-1.0229783668969,56.8066197847993,2,1,0.1,1
"3",1,-0.864958291093012,36.0159206802371,2,1,0.1,1
"4",1,-0.856539654087398,21.8747812203929,2,1,0.1,1
"5",1,-0.795940945704441,18.7457591062591,2,1,0.1,1
"6",1,-0.932395720715541,19.4087537772531,2,1,0.1,1
"7",1,-0.732317206055549,4.8313090470941,2,1,0.1,1
"8",1,-0.780869858573178,4.18441636114416,1,1,0.1,1
"9",1,-0.696765827195309,12.5115812417502,2,1,0.1,1
"10",1,-1.10551896596719,8.03212479170376,1,1,0.1,1
"11",1,-1.06286335322206,4.88658965497184,1,1,0.1,1
"12",1,-0.955034345933979,4.21088467309636,1,1,0.1,1
"13",1,-0.881602691748241,19.337251054917,1,1,0.1,1
"14",1,-0.959980973762661,20.8666555778894,3,1,0.1,1
"15",1,-0.878643588259843,26.296849242913,3,1,0.1,1
"16",1,-0.633390999494184,8.090601249958,1,1,0.1,1
"17",1,-0.724950484680823,1.85262704415759,1,1,0.1,1
"18",1,-0.72052634343443,6.98358430722299,2,1,0.1,1
"19",1,-0.824925216794907,10.7841314884565,3,1,0.1,1
"20",1,-0.864349655909712,12.7954346383662,2,1,0.1,1
"21",1,-1.02065084474391,25.0314229688192,2,1,0.1,1
"22",1,-0.97345371799053,15.9817705054955,1,1,0.1,1
"23",1,-0.80112508785772,7.45482266308706,2,1,0.1,1
"24",1,-0.849893861717895,7.89137062318748,2,1,0.1,1
"25",1,-0.924204934467548,25.0243635794722,1,1,0.1,1
"26",1,-0.810573287452612,6.29321663949814,2,1,0.1,1
"27",1,-0.8472662122691,15.4720940226406,1,1,0.1,1
"28",1,-0.980669129137936,0.870509945889018,1,1,0.1,1
"29",1,-0.959492160096718,23.0526864971283,2,1,0.1,1
"30",1,-0.814289773306296,13.443732724336,2,1,0.1,1
"31",2,1.65973329165738,8.38679660620124,2,1,0.1,1
"32",2,1.66498213395942,4.59946880422915,1,1,0.1,1
"33",2,1.82992961836657,15.6131545658343,2,1,0.1,1
"34",2,1.66058867908329,24.535303858766,1,1,0.1,1
"35",2,1.68795554828692,49.314095625945,2,1,0.1,1
"36",2,1.64142851190047,2.41859618984651,1,1,0.1,1
"37",2,1.67432387902653,128.990901886474,1,1,0.1,1
"38",2,1.61601803212933,5.27614723845282,1,1,0.1,1
"39",2,1.77320793033728,8.21258322188681,1,1,0.1,1
"40",2,1.38234979537317,7.51871572546183,1,1,0.1,1
"41",2,1.7037538524105,3.5024682221814,3,1,0.1,1
"42",2,1.5464032686992,10.4514926670698,2,1,0.1,1
"43",2,1.55874371841429,16.1459505276625,2,1,0.1,1
"44",2,1.51331052571957,16.5595117662749,2,1,0.1,1
"45",2,1.56097518424898,3.37769646000382,2,1,0.1,1
"46",2,1.67793408365327,30.5019832396316,2,1,0.1,1
"47",2,1.62720209021057,10.6620257490159,1,1,0.1,1
"48",2,1.71955207326311,11.3108772859315,2,1,0.1,1
"49",2,1.64324962786697,10.0575603295637,1,1,0.1,1
"50",2,1.45632124627757,4.33682576740905,3,1,0.1,1
"51",2,1.64908152078803,12.2041020479176,1,1,0.1,1
"52",2,1.65406667322669,39.6747509721215,2,1,0.1,1
"53",2,1.78511988369922,7.73505942598636,2,1,0.1,1
"54",2,1.62050030232916,1.2387866582334,1,1,0.1,1
"55",2,1.55253260123769,8.28131930942962,1,1,0.1,1
"56",2,1.46516303062027,38.9615297129876,2,1,0.1,1
"57",2,1.60967902380736,61.0445086933426,1,1,0.1,1
"58",2,1.64857371321291,3.86287527713921,1,1,0.1,1
"59",2,1.64184140724628,21.8088530480843,1,1,0.1,1
"60",2,1.60202849257771,19.0306673811689,1,1,0.1,1
"61",3,-0.065480797818768,10.6587357730035,1,1,0.1,1
"62",3,-0.244048850107857,2.21356039738073,2,1,0.1,1
"63",3,-0.0751541376353521,53.1522128854832,2,1,0.1,1
"64",3,0.0700891474126453,18.772576005353,1,1,0.1,1
"65",3,-0.0255298313272781,1.85428395339919,1,1,0.1,1
"66",3,-0.0419843424880454,11.6764720582664,4,1,0.1,1
"67",3,-0.106470335400805,7.00594768698313,2,1,0.1,1
"68",3,-0.142369443502009,1.33087718743012,1,1,0.1,1
"69",3,-0.184135945803399,1.00292242596576,3,1,0.1,1
"70",3,0.129338041623995,4.13733143684958,2,1,0.1,1
"71",3,-0.0620739843373523,53.7543393612599,2,1,0.1,1
"72",3,0.0935259979526044,8.5126985760689,2,1,0.1,1
"73",3,-0.0959112315808425,44.2752323930656,3,1,0.1,1
"74",3,0.125239845503205,9.73714673807486,3,1,0.1,1
"75",3,0.0684203763221567,4.19723085204122,1,1,0.1,1
"76",3,-0.118568839628346,18.5137663815332,1,1,0.1,1
"77",3,0.0113659920901574,64.912149768836,2,1,0.1,1
"78",3,-0.170553296902248,3.89053588311524,2,1,0.1,1
"79",3,-0.00283651595180136,32.223544414758,1,1,0.1,1
"80",3,-0.102313796370105,6.3468381199606,2,1,0.1,1
"81",3,-0.0615427203555663,62.9845392695863,2,1,0.1,1
"82",3,-0.0585296125533464,18.3622538715276,1,1,0.1,1
"83",3,-0.0509891793678743,21.693588286555,2,1,0.1,1
"84",3,-0.115802111408057,4.97471882428938,2,1,0.1,1
"85",3,0.0357855352965383,11.8411377107205,2,1,0.1,1
"86",3,-0.0969875716738728,7.3441154550464,1,1,0.1,1
"87",3,-0.17066214965865,8.8568267231988,1,1,0.1,1
"88",3,0.0372238380743606,8.87328457542953,2,1,0.1,1
"89",3,-0.0894651445385244,25.5659436542602,1,1,0.1,1
"90",3,-0.247032472312179,7.18667603496218,1,1,0.1,1
"91",4,-0.602738743048125,5.54000187661647,1,1,0.1,1
"92",4,-0.630574995432345,1.65179257060531,1,1,0.1,1
"93",4,-0.726592241810474,29.4032949780961,2,1,0.1,1
"94",4,-0.671260097825013,17.7033954260501,1,1,0.1,1
"95",4,-0.825675134310623,14.0259918690173,3,1,0.1,1
"96",4,-0.794508429877877,25.8388550561803,2,1,0.1,1
"97",4,-0.776137513871949,117.051779511897,1,1,0.1,1
"98",4,-0.736958288769774,13.8227453766421,1,1,0.1,1
"99",4,-0.699300660526702,83.1983461678066,3,1,0.1,1
"100",4,-0.827508543107699,17.4721433623182,3,1,0.1,1
"101",4,-0.90529659079454,8.40844582501595,2,1,0.1,1
"102",4,-0.942905574676329,10.3441209944468,1,1,0.1,1
"103",4,-0.909117180449675,1.79547131446134,2,1,0.1,1
